,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,0.08906249999999982,0.7297656249999993,-0.0699739583333332,0.10178247929279971,0.3740333495925663,-0.029047929845302578,0.10962962962962952,0.3333333333333335,-0.05481481481481443,0.28550185152629304,0.26217533980095387,0.18185004651216705,0.19394847303497853,0.8357253332223773,0.0340010139068605,0.47953359064279405,0.5768110444392851,0.41607534206452984,0.4536905533142817,0.523241523216766,0.4000923267087546,0.43037972073093084,0.5230332227738129,0.3654455741579708,0.5335520223765978,0.453021883321708,0.6018770819854505,0.11692902358831492,0.38685331322443184,-0.01967686251806211,0.13482792952559386,0.3623208065914232,-0.03332821346975412,0.12418228070530646,0.1044621653926796,0.0018238420578335912,0.9858365652266521,0.9934010052487737,0.9875466922271489
1,0.07041666666666657,0.6859809027777777,-0.06738715277777807,0.06787250959674829,0.47352440322996836,0.06628457303394786,0.07703703703703724,0.5851851851851846,0.068888888888889,0.10009551851819287,0.40044567386534224,0.2180613901748262,0.17241635391736532,0.7921637440726621,0.03558936035435467,0.14224912940575027,0.6152922889137458,0.3314216819023178,0.10341431243190527,0.5792962551785058,0.349350277189078,0.13616943334719886,0.5512290461654924,0.2784249387670925,0.750023456197635,0.43628690288364214,0.6767615150900569,0.06785931084911634,0.4935983174623191,0.07460648994435637,0.07634559921102069,0.6018484166145401,0.06549307849503805,-0.09683373910373982,0.24735172527233334,0.03199177841337697,0.8795116888817954,0.9170755793734942,0.8593584313191788
2,0.16058159722222154,0.8042708333333333,0.06495659722222191,0.5687288149793699,1.0054732992736155,0.6729041405720806,0.5318518518518522,1.0777777777777775,0.5711111111111111,1.1006640314741567,1.1960875371295951,0.9874106821761396,0.2549131112768781,0.8955433715132872,0.15653205002470605,0.5592524560426074,0.8552538697638741,0.763285929392649,0.5149186753441063,0.6653875867863644,0.5800675876692912,0.5006133229271317,0.7784404556453334,0.7070479919714923,1.3251364459007782,1.5545596365034093,1.5318410398137288,0.5987338513374327,1.0443437451697748,0.7090931943750478,0.5581730254199364,1.0928178127611838,0.5890130231898816,0.958707574292565,1.0832094896231692,0.8630737979446352,0.7776434172336826,0.9125965955754994,0.7268676208184212
3,0.37643229166666625,0.9083159722222218,0.10642361111111098,0.9129883167351487,0.9355093139721915,0.43238762551213483,0.679259259259259,1.1125925925925921,0.4718518518518522,1.382855837084025,0.5686353515146148,0.7935888037066724,0.48028826785782597,1.0208158293952057,0.21809232456945482,0.7713227248337031,1.23147430022431,0.9596558686065337,0.8495068546689981,1.1031814301349367,0.7397610446873114,0.55516336706449,1.1112059088206485,0.913691885250253,0.6108017856630436,-0.03748928797374951,0.02484649062422195,0.9108008690909801,0.9739013982208267,0.4770996324798533,0.6777078417687519,1.1125952741272918,0.5120651750766749,1.14187237868431,0.46621135235546624,0.6982886380154194,0.6757692948411737,0.8861055311677005,0.4808202349822129
4,0.4756423611111118,0.8193489583333333,-0.04361979166666652,0.40005989931799646,0.6116325512225997,0.30409802782731754,0.3296296296296295,0.7585185185185184,0.3792592592592594,0.16022119087345107,0.49417997926657,0.6040510242691158,0.5793249140676928,0.9263366072644037,0.06453945798080873,0.33718397383619514,0.6927803057426535,0.7926835422089249,0.2516730064974763,0.6120661404098974,0.6870457994991739,0.3132954754714062,0.6254100137004913,0.7198807852871673,0.6238085282563489,0.3759263301696719,0.28805627643935205,0.4011065726797638,0.6349502042277755,0.3394144828010699,0.34244241068646075,0.7925221472570678,0.41742812359454207,-0.029951826909597135,0.3645594213828454,0.4870218218535906,0.8736277626088205,0.8776468671310683,0.8649090676808604
5,0.4591579861111108,0.7930208333333333,-0.09983506944444454,0.44347781143346876,0.460400174878401,0.1345380465528776,0.5207407407407412,0.6362962962962961,0.13407407407407446,0.39467375410888605,0.22993756028266923,0.1919293379579096,0.5667807209190765,0.8950605944516838,0.002423541524457118,0.7885259418541448,0.2682072062303084,0.23604247448963633,0.7224852007736444,0.2843866325772251,0.23177774770866563,0.7033344763963533,0.21236448812361472,0.2081460029703148,0.32829488940255,0.7470179161237135,0.7306041773323876,0.453100320698431,0.46668174380770444,0.1375836938347983,0.5208270402376811,0.6520951268519464,0.14690590109730395,0.18836822778944673,0.03440428682774982,-0.010417279716756489,0.886893123871252,0.8963762932603906,0.9041655591663332
6,0.4656944444444444,0.784140625,-0.10025173611111171,0.28502804274293814,0.4400558136694692,-0.07799053464362027,0.26518518518518563,0.4651851851851847,0.04222222222222238,0.22462745583795993,0.33733267552722423,0.20594989467575223,0.5701448816936834,0.8907806548880823,0.005010443265645037,0.4377733355519553,0.6151886453548963,0.47753855297934644,0.4057262662582252,0.5417117493958904,0.41019202820306416,0.3945815808271944,0.5662681131422295,0.4440442779486316,0.5662172063070959,0.4019977583937867,0.5053365467432506,0.2898353052778253,0.456073297697668,-0.06721911435811712,0.26500931893845525,0.4914051733094382,0.06480079996254418,0.025849656155116196,0.19255931734507786,0.043270992810203024,0.9671415096158809,0.958210829018258,0.9542311148587903
7,0.4749565972222216,0.7472656249999998,-0.1253472222222225,0.2676589805339238,0.3555180821255508,0.06737448278143665,0.23111111111111127,0.5059259259259257,0.12444444444444414,0.2461641290628099,0.23186364989415667,0.18562950787843105,0.5795922313047277,0.8520300525345967,-0.02109816472183157,0.4927106364426581,0.48157083476798285,0.4204115162102253,0.47150373295557074,0.4539776003770021,0.39583789141807757,0.4314159152872004,0.4292675357281046,0.3766081912351092,0.5523274438120881,0.5426679349052504,0.5813206874707234,0.27616455844066046,0.365303175616434,0.07527384058765008,0.24542655312119788,0.5311469033405198,0.12444333904191307,0.05400537896715585,0.05613351425462504,0.004469463997035128,0.9838791467759065,0.9809313546630127,0.9855465947494639
8,0.484375,0.7140364583333332,-0.14213541666666663,0.2556855124083941,0.3838892161291234,-0.058625767255622074,0.21111111111111125,0.3948148148148145,-0.023703703703703782,0.2036439238465084,0.3024386394990395,0.1865654398451406,0.5881521914978354,0.8203526528335336,-0.03779276518152086,0.3889392417772992,0.5955286867287813,0.42570304135295906,0.3730582129482173,0.5318037214274591,0.3928942586438916,0.34377509292128844,0.5448299607073087,0.3834984716975713,0.6167106376622776,0.42628541248499074,0.5743011386140467,0.26206696798739926,0.3986530199980163,-0.04854120522870575,0.23183653457879916,0.4243576969870315,-0.001877491778295104,0.01246551458704992,0.15189676173557448,0.016885564538811182,0.9816942285024159,0.9954586364686459,0.9883299453550731
9,0.5103645833333332,0.6951996527777777,-0.12962673611111075,0.2833480788756362,0.3534988607051077,-0.012132147208879562,0.4014814814814818,0.35481481481481514,0.13777777777777778,0.2654350572206071,0.22007867470465056,0.21821181418258676,0.6122838685910512,0.7988731791844383,-0.02907372410812492,0.18741461524163103,0.380272777399975,0.06575912983131195,0.16371404413866913,0.37391737982976336,0.06981286074172204,0.17004781784503722,0.3335347553557271,0.053457590757988165,0.7560536056711512,0.6244855195004472,0.8585240997760458,0.281351332744588,0.35894467867228896,-0.012534057195709325,0.3929856328240411,0.33498342873962694,0.13486736176393221,0.050830685216396554,0.023431160553284314,0.013485448117779297,0.9505560803921236,0.9469046262299884,0.9863007373697934
